"특성별(1)","특성별(2)","경험및변화별(1)",경험및변화별(2),품목군별(1),2022,2023,2024
"가구주연령","30대","구입 변화",약간 감소 (%),즉석 떡볶이/면류,14.4,14.2,18.6
"가구주연령","30대","구입 변화",비슷 (%),즉석 밥류,54.7,59.5,53.9
"가구주연령","30대","구입 변화",비슷 (%),즉석 국류/찌개/탕류,56.8,52.2,41.7
"가구주연령","30대","구입 변화",비슷 (%),죽/스프류,47.8,39.8,43.8
"가구주연령","30대","구입 변화",비슷 (%),만두/피자류,46.9,49.9,51.8
"가구주연령","30대","구입 변화",비슷 (%),육류,55.9,48.0,42.6
"가구주연령","30대","구입 변화",비슷 (%),수산물,45.6,39.7,47.7
"가구주연령","30대","구입 변화",비슷 (%),소스/양념류,58.7,48.8,53.5
"가구주연령","30대","구입 변화",비슷 (%),즉석 떡볶이/면류,64.8,58.2,50.3
"가구주연령","30대","구입 변화",약간 증가 (%),즉석 밥류,38.9,22.0,29.8
"가구주연령","30대","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,31.6,24.4,26.2
"가구주연령","30대","구입 변화",약간 증가 (%),죽/스프류,17.9,10.7,13.6
"가구주연령","30대","구입 변화",약간 증가 (%),만두/피자류,37.9,33.0,31.0
"가구주연령","30대","구입 변화",약간 증가 (%),육류,21.0,10.4,15.0
"가구주연령","30대","구입 변화",약간 증가 (%),수산물,13.4,16.6,18.2
"가구주연령","30대","구입 변화",약간 증가 (%),소스/양념류,17.1,14.5,15.2
"가구주연령","30대","구입 변화",약간 증가 (%),즉석 떡볶이/면류,12.6,24.4,22.3
"가구주연령","30대","구입 변화",매우 증가 (%),즉석 밥류,1.1,0.7,3.2
"가구주연령","30대","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,1.7,0.4,8.9
"가구주연령","30대","구입 변화",매우 증가 (%),죽/스프류,0.8,0.0,0.0
"가구주연령","30대","구입 변화",매우 증가 (%),만두/피자류,0.6,1.8,5.2
"가구주연령","30대","구입 변화",매우 증가 (%),육류,0.7,0.1,7.0
"가구주연령","30대","구입 변화",매우 증가 (%),수산물,2.6,0.8,1.2
"가구주연령","30대","구입 변화",매우 증가 (%),소스/양념류,0.0,0.0,3.6
"가구주연령","30대","구입 변화",매우 증가 (%),즉석 떡볶이/면류,1.7,1.7,2.2
"가구주연령","30대","구입 변화",평균 (점),즉석 밥류,3.35,3.05,3.21
"가구주연령","30대","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.24,3.00,3.14
"가구주연령","30대","구입 변화",평균 (점),죽/스프류,2.72,2.42,2.54
"가구주연령","30대","구입 변화",평균 (점),만두/피자류,3.21,3.19,3.28
"가구주연령","30대","구입 변화",평균 (점),육류,2.93,2.57,2.82
"가구주연령","30대","구입 변화",평균 (점),수산물,2.70,2.60,2.76
"가구주연령","30대","구입 변화",평균 (점),소스/양념류,2.87,2.67,2.87
"가구주연령","30대","구입 변화",평균 (점),즉석 떡볶이/면류,2.89,3.10,2.95
"가구주연령","40대","구입 경험 (%)",구입 없음,즉석 밥류,4.8,5.1,3.3
"가구주연령","40대","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,6.0,8.6,5.9
"가구주연령","40대","구입 경험 (%)",구입 없음,죽/스프류,22.9,32.2,21.9
"가구주연령","40대","구입 경험 (%)",구입 없음,만두/피자류,3.3,3.5,2.3
"가구주연령","40대","구입 경험 (%)",구입 없음,육류,11.6,21.3,12.2
"가구주연령","40대","구입 경험 (%)",구입 없음,수산물,28.0,24.6,17.7
"가구주연령","40대","구입 경험 (%)",구입 없음,소스/양념류,7.7,12.0,4.7
"가구주연령","40대","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,7.7,7.7,3.9
"가구주연령","40대","구입 경험 (%)",구입 있음,즉석 밥류,95.2,94.9,96.7
"가구주연령","40대","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,94.0,91.4,94.1
"가구주연령","40대","구입 경험 (%)",구입 있음,죽/스프류,77.1,67.8,78.1
"가구주연령","40대","구입 경험 (%)",구입 있음,만두/피자류,96.7,96.5,97.7
"가구주연령","40대","구입 경험 (%)",구입 있음,육류,88.4,78.7,87.8
"가구주연령","40대","구입 경험 (%)",구입 있음,수산물,72.0,75.4,82.3
"가구주연령","40대","구입 경험 (%)",구입 있음,소스/양념류,92.3,88.0,95.3
"가구주연령","40대","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,92.3,92.3,96.1
"가구주연령","40대","구입 변화",매우 감소 (%),즉석 밥류,3.5,2.4,4.0
"가구주연령","40대","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,2.7,5.8,6.6
"가구주연령","40대","구입 변화",매우 감소 (%),죽/스프류,13.1,12.4,11.4
"가구주연령","40대","구입 변화",매우 감소 (%),만두/피자류,1.9,3.3,0.9
"가구주연령","40대","구입 변화",매우 감소 (%),육류,7.2,10.3,9.2
"가구주연령","40대","구입 변화",매우 감소 (%),수산물,12.4,12.0,13.5
"가구주연령","40대","구입 변화",매우 감소 (%),소스/양념류,6.2,15.3,6.8
"가구주연령","40대","구입 변화",매우 감소 (%),즉석 떡볶이/면류,3.9,5.3,4.3
"가구주연령","40대","구입 변화",약간 감소 (%),즉석 밥류,8.3,13.0,7.3
"가구주연령","40대","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,15.3,19.6,16.9
"가구주연령","40대","구입 변화",약간 감소 (%),죽/스프류,18.8,29.3,25.0
"가구주연령","40대","구입 변화",약간 감소 (%),만두/피자류,10.4,12.5,7.1
"가구주연령","40대","구입 변화",약간 감소 (%),육류,17.7,27.0,15.1
"가구주연령","40대","구입 변화",약간 감소 (%),수산물,22.5,29.4,15.8
"가구주연령","40대","구입 변화",약간 감소 (%),소스/양념류,22.0,25.4,19.7
"가구주연령","40대","구입 변화",약간 감소 (%),즉석 떡볶이/면류,18.1,14.4,15.0
"가구주연령","40대","구입 변화",비슷 (%),즉석 밥류,54.8,55.9,59.1
"가구주연령","40대","구입 변화",비슷 (%),즉석 국류/찌개/탕류,51.4,55.4,43.8
"가구주연령","40대","구입 변화",비슷 (%),죽/스프류,50.6,50.3,51.5
"가구주연령","40대","구입 변화",비슷 (%),만두/피자류,47.5,49.9,54.0
"가구주연령","40대","구입 변화",비슷 (%),육류,56.1,48.2,51.6
"가구주연령","40대","구입 변화",비슷 (%),수산물,50.3,46.3,51.7
"가구주연령","40대","구입 변화",비슷 (%),소스/양념류,54.8,48.9,55.6
"가구주연령","40대","구입 변화",비슷 (%),즉석 떡볶이/면류,56.8,54.3,57.9
"가구주연령","40대","구입 변화",약간 증가 (%),즉석 밥류,33.1,28.5,28.1
"가구주연령","40대","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,29.3,19.1,26.3
"가구주연령","40대","구입 변화",약간 증가 (%),죽/스프류,17.0,8.0,11.6
"가구주연령","40대","구입 변화",약간 증가 (%),만두/피자류,37.4,31.4,33.5
"가구주연령","40대","구입 변화",약간 증가 (%),육류,18.1,13.8,18.4
"가구주연령","40대","구입 변화",약간 증가 (%),수산물,14.2,12.3,17.3
"가구주연령","40대","구입 변화",약간 증가 (%),소스/양념류,16.0,9.8,14.3
"가구주연령","40대","구입 변화",약간 증가 (%),즉석 떡볶이/면류,20.2,24.8,20.7
"가구주연령","40대","구입 변화",매우 증가 (%),즉석 밥류,0.2,0.2,1.5
"가구주연령","40대","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,1.3,0.0,6.4
"가구주연령","40대","구입 변화",매우 증가 (%),죽/스프류,0.6,0.0,0.5
"가구주연령","40대","구입 변화",매우 증가 (%),만두/피자류,2.9,2.9,4.4
"가구주연령","40대","구입 변화",매우 증가 (%),육류,0.9,0.7,5.8
"가구주연령","40대","구입 변화",매우 증가 (%),수산물,0.6,0.1,1.7
"가구주연령","40대","구입 변화",매우 증가 (%),소스/양념류,1.0,0.7,3.7
"가구주연령","40대","구입 변화",매우 증가 (%),즉석 떡볶이/면류,0.9,1.3,2.1
"가구주연령","40대","구입 변화",평균 (점),즉석 밥류,3.18,3.11,3.16
"가구주연령","40대","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.11,2.88,3.09
"가구주연령","40대","구입 변화",평균 (점),죽/스프류,2.73,2.54,2.65
"가구주연령","40대","구입 변화",평균 (점),만두/피자류,3.29,3.18,3.34
"가구주연령","40대","구입 변화",평균 (점),육류,2.88,2.68,2.97
"가구주연령","40대","구입 변화",평균 (점),수산물,2.68,2.59,2.78
"가구주연령","40대","구입 변화",평균 (점),소스/양념류,2.84,2.55,2.88
"가구주연령","40대","구입 변화",평균 (점),즉석 떡볶이/면류,2.96,3.02,3.01
"가구주연령","50대","구입 경험 (%)",구입 없음,즉석 밥류,11.3,11.1,9.5
"가구주연령","50대","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,15.1,19.5,11.3
"가구주연령","50대","구입 경험 (%)",구입 없음,죽/스프류,30.5,39.8,30.2
"가구주연령","50대","구입 경험 (%)",구입 없음,만두/피자류,6.9,9.9,3.5
"가구주연령","50대","구입 경험 (%)",구입 없음,육류,22.7,29.7,18.9
"가구주연령","50대","구입 경험 (%)",구입 없음,수산물,32.3,36.1,24.1
"가구주연령","50대","구입 경험 (%)",구입 없음,소스/양념류,10.0,15.0,8.3
"가구주연령","50대","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,18.9,17.6,11.9
"가구주연령","50대","구입 경험 (%)",구입 있음,즉석 밥류,88.7,88.9,90.5
"가구주연령","50대","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,84.9,80.5,88.7
"가구주연령","50대","구입 경험 (%)",구입 있음,죽/스프류,69.5,60.2,69.8
"가구주연령","50대","구입 경험 (%)",구입 있음,만두/피자류,93.1,90.1,96.5
"가구주연령","50대","구입 경험 (%)",구입 있음,육류,77.3,70.3,81.1
"가구주연령","50대","구입 경험 (%)",구입 있음,수산물,67.7,63.9,75.9
"가구주연령","50대","구입 경험 (%)",구입 있음,소스/양념류,90.0,85.0,91.7
"가구주연령","50대","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,81.1,82.4,88.1
"가구주연령","50대","구입 변화",매우 감소 (%),즉석 밥류,4.7,4.1,4.3
"가구주연령","50대","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,5.4,9.4,6.4
"가구주연령","50대","구입 변화",매우 감소 (%),죽/스프류,10.1,19.4,13.4
"가구주연령","50대","구입 변화",매우 감소 (%),만두/피자류,4.4,4.8,2.6
"가구주연령","50대","구입 변화",매우 감소 (%),육류,10.5,14.6,12.7
"가구주연령","50대","구입 변화",매우 감소 (%),수산물,11.2,12.8,13.3
"가구주연령","50대","구입 변화",매우 감소 (%),소스/양념류,7.7,11.1,8.3
"가구주연령","50대","구입 변화",매우 감소 (%),즉석 떡볶이/면류,6.3,6.2,7.0
"가구주연령","50대","구입 변화",약간 감소 (%),즉석 밥류,8.9,17.8,14.8
"가구주연령","50대","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,14.7,24.7,18.8
"가구주연령","50대","구입 변화",약간 감소 (%),죽/스프류,23.9,27.0,23.3
"가구주연령","50대","구입 변화",약간 감소 (%),만두/피자류,16.4,16.1,13.2
"가구주연령","50대","구입 변화",약간 감소 (%),육류,22.6,25.1,21.7
"가구주연령","50대","구입 변화",약간 감소 (%),수산물,22.4,26.6,23.2
"가구주연령","50대","구입 변화",약간 감소 (%),소스/양념류,21.7,26.6,22.8
"가구주연령","50대","구입 변화",약간 감소 (%),즉석 떡볶이/면류,19.9,19.1,20.7
"가구주연령","50대","구입 변화",비슷 (%),즉석 밥류,65.5,56.8,58.9
"가구주연령","50대","구입 변화",비슷 (%),즉석 국류/찌개/탕류,48.8,41.9,44.2
"가구주연령","50대","구입 변화",비슷 (%),죽/스프류,55.0,43.7,51.0
"가구주연령","50대","구입 변화",비슷 (%),만두/피자류,51.9,52.3,54.1
"가구주연령","50대","구입 변화",비슷 (%),육류,53.6,47.6,50.6
"가구주연령","50대","구입 변화",비슷 (%),수산물,55.8,43.2,48.1
"가구주연령","50대","구입 변화",비슷 (%),소스/양념류,55.3,47.9,55.2
"가구주연령","50대","구입 변화",비슷 (%),즉석 떡볶이/면류,55.5,53.8,55.0
"가구주연령","50대","구입 변화",약간 증가 (%),즉석 밥류,20.1,21.4,21.1
"가구주연령","50대","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,29.4,23.7,26.8
"가구주연령","50대","구입 변화",약간 증가 (%),죽/스프류,11.0,9.9,12.2
"가구주연령","50대","구입 변화",약간 증가 (%),만두/피자류,26.6,25.9,27.8
"가구주연령","50대","구입 변화",약간 증가 (%),육류,12.0,11.7,13.6
"가구주연령","50대","구입 변화",약간 증가 (%),수산물,9.6,17.3,13.6
"가구주연령","50대","구입 변화",약간 증가 (%),소스/양념류,14.4,14.2,12.7
"가구주연령","50대","구입 변화",약간 증가 (%),즉석 떡볶이/면류,16.9,20.3,16.8
"가구주연령","50대","구입 변화",매우 증가 (%),즉석 밥류,0.9,0.0,0.9
"가구주연령","50대","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,1.7,0.3,3.8
"가구주연령","50대","구입 변화",매우 증가 (%),죽/스프류,0.0,0.0,0.0
"가구주연령","50대","구입 변화",매우 증가 (%),만두/피자류,0.7,0.9,2.3
"가구주연령","50대","구입 변화",매우 증가 (%),육류,1.3,0.9,1.5
"가구주연령","50대","구입 변화",매우 증가 (%),수산물,1.0,0.1,1.8
"가구주연령","50대","구입 변화",매우 증가 (%),소스/양념류,0.9,0.2,1.1
"가구주연령","50대","구입 변화",매우 증가 (%),즉석 떡볶이/면류,1.4,0.5,0.5
"가구주연령","50대","구입 변화",평균 (점),즉석 밥류,3.04,2.95,2.99
"가구주연령","50대","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.07,2.81,3.03
"가구주연령","50대","구입 변화",평균 (점),죽/스프류,2.67,2.44,2.62
"가구주연령","50대","구입 변화",평균 (점),만두/피자류,3.03,3.02,3.14
"가구주연령","50대","구입 변화",평균 (점),육류,2.71,2.59,2.69
"가구주연령","50대","구입 변화",평균 (점),수산물,2.67,2.65,2.67
"가구주연령","50대","구입 변화",평균 (점),소스/양념류,2.79,2.66,2.75
"가구주연령","50대","구입 변화",평균 (점),즉석 떡볶이/면류,2.87,2.90,2.83
"가구주연령","60대 이상","구입 경험 (%)",구입 없음,즉석 밥류,26.4,33.2,18.2
"가구주연령","60대 이상","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,28.8,39.7,19.5
"가구주연령","60대 이상","구입 경험 (%)",구입 없음,죽/스프류,40.9,56.3,36.9
"가구주연령","60대 이상","구입 경험 (%)",구입 없음,만두/피자류,9.6,23.3,9.0
"가구주연령","60대 이상","구입 경험 (%)",구입 없음,육류,30.3,49.3,28.0
"가구주연령","60대 이상","구입 경험 (%)",구입 없음,수산물,45.2,54.4,34.0
"가구주연령","60대 이상","구입 경험 (%)",구입 없음,소스/양념류,18.9,37.4,18.6
"가구주연령","60대 이상","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,32.4,37.9,22.0
"가구주연령","60대 이상","구입 경험 (%)",구입 있음,즉석 밥류,73.6,66.8,81.8
"가구주연령","60대 이상","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,71.2,60.3,80.5
"가구주연령","60대 이상","구입 경험 (%)",구입 있음,죽/스프류,59.1,43.7,63.1
"가구주연령","60대 이상","구입 경험 (%)",구입 있음,만두/피자류,90.4,76.7,91.0
"가구주연령","60대 이상","구입 경험 (%)",구입 있음,육류,69.7,50.7,72.0
"가구주연령","60대 이상","구입 경험 (%)",구입 있음,수산물,54.8,45.6,66.0
"가구주연령","60대 이상","구입 경험 (%)",구입 있음,소스/양념류,81.1,62.6,81.4
"가구주연령","60대 이상","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,67.6,62.1,78.0
"가구주연령","60대 이상","구입 변화",매우 감소 (%),즉석 밥류,6.3,7.4,6.4
"가구주연령","60대 이상","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,5.4,12.2,9.0
"가구주연령","60대 이상","구입 변화",매우 감소 (%),죽/스프류,8.8,14.9,15.7
"가구주연령","60대 이상","구입 변화",매우 감소 (%),만두/피자류,4.3,6.0,5.0
"가구주연령","60대 이상","구입 변화",매우 감소 (%),육류,10.7,17.0,11.9
"가구주연령","60대 이상","구입 변화",매우 감소 (%),수산물,8.1,15.2,12.0
"가구주연령","60대 이상","구입 변화",매우 감소 (%),소스/양념류,5.2,11.4,8.8
"가구주연령","60대 이상","구입 변화",매우 감소 (%),즉석 떡볶이/면류,7.9,9.0,8.8
"가구주연령","60대 이상","구입 변화",약간 감소 (%),즉석 밥류,7.5,14.9,14.7
"가구주연령","60대 이상","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,12.7,26.8,19.0
"가구주연령","60대 이상","구입 변화",약간 감소 (%),죽/스프류,23.9,31.5,21.4
"가구주연령","60대 이상","구입 변화",약간 감소 (%),만두/피자류,11.8,16.6,14.5
"가구주연령","60대 이상","구입 변화",약간 감소 (%),육류,17.0,22.3,21.6
"가구주연령","60대 이상","구입 변화",약간 감소 (%),수산물,21.0,24.4,18.3
"가구주연령","60대 이상","구입 변화",약간 감소 (%),소스/양념류,16.5,23.1,22.4
"가구주연령","60대 이상","구입 변화",약간 감소 (%),즉석 떡볶이/면류,14.3,21.4,23.1
"가구주연령","60대 이상","구입 변화",비슷 (%),즉석 밥류,69.7,65.4,62.4
"가구주연령","60대 이상","구입 변화",비슷 (%),즉석 국류/찌개/탕류,57.8,43.8,45.9
"가구주연령","60대 이상","구입 변화",비슷 (%),죽/스프류,54.6,44.6,54.3
"가구주연령","60대 이상","구입 변화",비슷 (%),만두/피자류,62.1,61.1,56.3
"가구주연령","60대 이상","구입 변화",비슷 (%),육류,59.1,49.1,53.1
"가구주연령","60대 이상","구입 변화",비슷 (%),수산물,56.4,45.0,56.0
"가구주연령","60대 이상","구입 변화",비슷 (%),소스/양념류,63.3,56.9,56.8
"가구주연령","60대 이상","구입 변화",비슷 (%),즉석 떡볶이/면류,61.4,54.5,54.9
"가구주연령","60대 이상","구입 변화",약간 증가 (%),즉석 밥류,16.2,12.0,15.9
"가구주연령","60대 이상","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,23.0,17.2,24.3
"가구주연령","60대 이상","구입 변화",약간 증가 (%),죽/스프류,12.8,8.9,7.6
"가구주연령","60대 이상","구입 변화",약간 증가 (%),만두/피자류,21.3,15.9,23.5
"가구주연령","60대 이상","구입 변화",약간 증가 (%),육류,12.4,11.1,12.2
"가구주연령","60대 이상","구입 변화",약간 증가 (%),수산물,13.6,14.8,12.7
"가구주연령","60대 이상","구입 변화",약간 증가 (%),소스/양념류,14.2,8.5,11.5
"가구주연령","60대 이상","구입 변화",약간 증가 (%),즉석 떡볶이/면류,16.1,15.1,12.4
"가구주연령","60대 이상","구입 변화",매우 증가 (%),즉석 밥류,0.4,0.2,0.6
"가구주연령","60대 이상","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,0.9,0.0,1.8
"가구주연령","60대 이상","구입 변화",매우 증가 (%),죽/스프류,0.0,0.0,1.0
"가구주연령","60대 이상","구입 변화",매우 증가 (%),만두/피자류,0.6,0.5,0.7
"가구주연령","60대 이상","구입 변화",매우 증가 (%),육류,0.7,0.5,1.2
"가구주연령","60대 이상","구입 변화",매우 증가 (%),수산물,0.9,0.5,1.0
"가구주연령","60대 이상","구입 변화",매우 증가 (%),소스/양념류,0.7,0.0,0.5
"가구주연령","60대 이상","구입 변화",매우 증가 (%),즉석 떡볶이/면류,0.3,0.0,0.9
"가구주연령","60대 이상","구입 변화",평균 (점),즉석 밥류,2.97,2.83,2.90
"가구주연령","60대 이상","구입 변화",평균 (점),즉석 국류/찌개/탕류,3.01,2.66,2.91
"가구주연령","60대 이상","구입 변화",평균 (점),죽/스프류,2.71,2.48,2.57
"가구주연령","60대 이상","구입 변화",평균 (점),만두/피자류,3.02,2.88,3.01
"가구주연령","60대 이상","구입 변화",평균 (점),육류,2.75,2.56,2.69
"가구주연령","60대 이상","구입 변화",평균 (점),수산물,2.78,2.61,2.72
"가구주연령","60대 이상","구입 변화",평균 (점),소스/양념류,2.89,2.63,2.73
"가구주연령","60대 이상","구입 변화",평균 (점),즉석 떡볶이/면류,2.86,2.76,2.74
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 없음,즉석 밥류,41.7,46.6,48.6
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,37.6,44.2,46.6
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 없음,죽/스프류,49.3,56.4,61.7
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 없음,만두/피자류,7.6,15.4,17.6
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 없음,육류,31.5,46.7,44.8
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 없음,수산물,59.3,56.6,56.6
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 없음,소스/양념류,27.2,37.1,45.5
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,46.3,39.9,51.9
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 있음,즉석 밥류,58.3,53.4,51.4
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,62.4,55.8,53.4
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 있음,죽/스프류,50.7,43.6,38.3
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 있음,만두/피자류,92.4,84.6,82.4
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 있음,육류,68.5,53.3,55.2
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 있음,수산물,40.7,43.4,43.4
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 있음,소스/양념류,72.8,62.9,54.5
"가구주최종학력","중졸 이하","구입 경험 (%)",구입 있음,즉석 떡볶이/면류,53.7,60.1,48.1
"가구주최종학력","중졸 이하","구입 변화",매우 감소 (%),즉석 밥류,6.2,4.3,2.7
"가구주최종학력","중졸 이하","구입 변화",매우 감소 (%),즉석 국류/찌개/탕류,9.2,4.6,5.0
"가구주최종학력","중졸 이하","구입 변화",매우 감소 (%),죽/스프류,4.2,5.4,12.0
"가구주최종학력","중졸 이하","구입 변화",매우 감소 (%),만두/피자류,2.9,3.8,2.7
"가구주최종학력","중졸 이하","구입 변화",매우 감소 (%),육류,8.5,11.3,3.0
"가구주최종학력","중졸 이하","구입 변화",매우 감소 (%),수산물,8.5,16.0,10.3
"가구주최종학력","중졸 이하","구입 변화",매우 감소 (%),소스/양념류,7.3,7.5,7.1
"가구주최종학력","중졸 이하","구입 변화",매우 감소 (%),즉석 떡볶이/면류,14.8,6.5,1.4
"가구주최종학력","중졸 이하","구입 변화",약간 감소 (%),즉석 밥류,7.8,9.9,26.7
"가구주최종학력","중졸 이하","구입 변화",약간 감소 (%),즉석 국류/찌개/탕류,8.1,20.3,13.0
"가구주최종학력","중졸 이하","구입 변화",약간 감소 (%),죽/스프류,13.4,26.2,18.4
"가구주최종학력","중졸 이하","구입 변화",약간 감소 (%),만두/피자류,10.6,13.3,11.1
"가구주최종학력","중졸 이하","구입 변화",약간 감소 (%),육류,13.0,15.2,19.4
"가구주최종학력","중졸 이하","구입 변화",약간 감소 (%),수산물,19.4,14.8,16.4
"가구주최종학력","중졸 이하","구입 변화",약간 감소 (%),소스/양념류,10.7,21.0,26.1
"가구주최종학력","중졸 이하","구입 변화",약간 감소 (%),즉석 떡볶이/면류,17.3,20.7,31.5
"가구주최종학력","중졸 이하","구입 변화",비슷 (%),즉석 밥류,73.9,66.3,60.1
"가구주최종학력","중졸 이하","구입 변화",비슷 (%),즉석 국류/찌개/탕류,65.3,55.6,58.5
"가구주최종학력","중졸 이하","구입 변화",비슷 (%),죽/스프류,72.1,57.9,57.9
"가구주최종학력","중졸 이하","구입 변화",비슷 (%),만두/피자류,68.1,68.6,69.0
"가구주최종학력","중졸 이하","구입 변화",비슷 (%),육류,70.6,63.4,70.5
"가구주최종학력","중졸 이하","구입 변화",비슷 (%),수산물,50.3,59.6,61.4
"가구주최종학력","중졸 이하","구입 변화",비슷 (%),소스/양념류,67.7,67.4,59.0
"가구주최종학력","중졸 이하","구입 변화",비슷 (%),즉석 떡볶이/면류,59.4,62.2,57.1
"가구주최종학력","중졸 이하","구입 변화",약간 증가 (%),즉석 밥류,12.0,19.4,10.4
"가구주최종학력","중졸 이하","구입 변화",약간 증가 (%),즉석 국류/찌개/탕류,17.3,19.5,22.7
"가구주최종학력","중졸 이하","구입 변화",약간 증가 (%),죽/스프류,10.2,10.5,11.7
"가구주최종학력","중졸 이하","구입 변화",약간 증가 (%),만두/피자류,18.3,13.4,17.2
"가구주최종학력","중졸 이하","구입 변화",약간 증가 (%),육류,6.3,10.1,7.2
"가구주최종학력","중졸 이하","구입 변화",약간 증가 (%),수산물,19.8,9.5,11.8
"가구주최종학력","중졸 이하","구입 변화",약간 증가 (%),소스/양념류,12.4,4.1,7.8
"가구주최종학력","중졸 이하","구입 변화",약간 증가 (%),즉석 떡볶이/면류,8.5,10.7,10.0
"가구주최종학력","중졸 이하","구입 변화",매우 증가 (%),즉석 밥류,0.0,0.0,0.0
"가구주최종학력","중졸 이하","구입 변화",매우 증가 (%),즉석 국류/찌개/탕류,0.0,0.0,0.8
"가구주최종학력","중졸 이하","구입 변화",매우 증가 (%),죽/스프류,0.0,0.0,0.0
"가구주최종학력","중졸 이하","구입 변화",매우 증가 (%),만두/피자류,0.0,0.8,0.0
"가구주최종학력","중졸 이하","구입 변화",매우 증가 (%),육류,1.6,0.0,0.0
"가구주최종학력","중졸 이하","구입 변화",매우 증가 (%),수산물,2.0,0.0,0.0
"가구주최종학력","중졸 이하","구입 변화",매우 증가 (%),소스/양념류,1.9,0.0,0.0
"가구주최종학력","중졸 이하","구입 변화",매우 증가 (%),즉석 떡볶이/면류,0.0,0.0,0.0
"가구주최종학력","중졸 이하","구입 변화",평균 (점),즉석 밥류,2.92,3.01,2.78
"가구주최종학력","중졸 이하","구입 변화",평균 (점),즉석 국류/찌개/탕류,2.91,2.90,3.01
"가구주최종학력","중졸 이하","구입 변화",평균 (점),죽/스프류,2.88,2.73,2.69
"가구주최종학력","중졸 이하","구입 변화",평균 (점),만두/피자류,3.02,2.94,3.01
"가구주최종학력","중졸 이하","구입 변화",평균 (점),육류,2.80,2.72,2.82
"가구주최종학력","중졸 이하","구입 변화",평균 (점),수산물,2.87,2.63,2.75
"가구주최종학력","중졸 이하","구입 변화",평균 (점),소스/양념류,2.91,2.68,2.67
"가구주최종학력","중졸 이하","구입 변화",평균 (점),즉석 떡볶이/면류,2.62,2.77,2.76
"가구주최종학력","고졸","구입 경험 (%)",구입 없음,즉석 밥류,17.8,23.2,13.4
"가구주최종학력","고졸","구입 경험 (%)",구입 없음,즉석 국류/찌개/탕류,21.6,30.4,14.8
"가구주최종학력","고졸","구입 경험 (%)",구입 없음,죽/스프류,36.0,48.7,33.5
"가구주최종학력","고졸","구입 경험 (%)",구입 없음,만두/피자류,8.8,19.6,6.6
"가구주최종학력","고졸","구입 경험 (%)",구입 없음,육류,27.5,42.5,24.6
"가구주최종학력","고졸","구입 경험 (%)",구입 없음,수산물,39.6,47.2,30.5
"가구주최종학력","고졸","구입 경험 (%)",구입 없음,소스/양념류,14.0,30.3,13.4
"가구주최종학력","고졸","구입 경험 (%)",구입 없음,즉석 떡볶이/면류,23.9,30.8,15.3
"가구주최종학력","고졸","구입 경험 (%)",구입 있음,즉석 밥류,82.2,76.8,86.6
"가구주최종학력","고졸","구입 경험 (%)",구입 있음,즉석 국류/찌개/탕류,78.4,69.6,85.2
